sap_wbs_raw,wbs_source,project_number,operation_number,ops_activity_number,wbs_name,client_name,rig,ops_district,location,sub_business_line_raw
J.24.074794,Operation Activity,P.1048603,O.1048603.01,A.1048603.01.07,V107 Simpson Alpha platform P&A SLK,SANTOS LIMITED,VALARIS 107,New Burn WL,,Wireline Slickline
J.24.056055,Operation Activity,P.1048603,O.1048603.01,A.1048603.01.05,HJV P&A - Gibson_V107 Operations,SANTOS LIMITED,VALARIS 107,New Burn WL,,WL Production Services
J.24.051038,Operation Activity,P.1048603,O.1048603.01,A.1048603.01.02,HJV P&A – Bambra-3,SANTOS LIMITED,VALARIS 107,New Burn WL,,WL Production Services
J.24.056053,Operation Activity,P.1048603,O.1048603.01,A.1048603.01.04,Simpson Bravo P&A Operation,SANTOS LIMITED,VALARIS 107,New Burn WL,,WL Production Services
J.24.056054,Operation Activity,P.1048603,O.1048603.01,A.1048603.01.06,HJV P&A - Gibson platofrm,SANTOS LIMITED,VALARIS 107,New Burn WL,,WL Production Services
J.24.010545,Operation Activity,P.1048603,O.1048603.01,A.1048603.01.01,HJV rig based P&A,SANTOS LIMITED,VALARIS 107,New Burn WL,,WL Production Services
J.23.121644,Operation Activity,P.1048238,O.1048238.01,A.1048238.01.01,Well Testing,MITSUI E&P AUSTRALIA PTY LTD.,,APG TS,,TS Surface Testing
J.23.119496,Operation Activity,P.1048069,O.1048069.01,A.1048069.01.01,Downhole sampling ,SANTOS LIMITED,RIGLESS - AUSTRALIA,APG TS,,TS Downhole Reservoir Testing
J.23.111995,Operation Activity,P.1047494,O.1047494.01,A.1047494.01.01,Tidepole LWI Pumping Package,NORMAND SAPURA PTY LTD,SAPURAKENCANA CONSTRUCTOR,AUS West Coast WS,,WS Production Services
J.24.008181,Operation Activity,P.1047035,O.1047035.02,A.1047035.02.02,CT P&A Terakihi-1,ESSO AUSTRALIA LTD,HELIX Q7000,AUS West Coast WS,,WS Well Intervention
J.23.106954,Operation Activity,P.1047035,O.1047035.02,A.1047035.02.01,CT P&A Gudgeon-1,ESSO AUSTRALIA LTD,HELIX Q7000,AUS West Coast WS,,WS Well Intervention
J.24.048912,Operation Activity,P.1047035,O.1047035.02,A.1047035.02.03,CEC charges,ESSO AUSTRALIA LTD,HELIX Q7000,AUS West Coast WS,,WS Well Intervention
J.23.105887,Operation Activity,P.1047035,O.1047035.01,A.1047035.01.01,Gudgeon-1 ,ESSO AUSTRALIA LTD,HELIX Q7000,AUS West Coast WS,,WS Well Intervention
J.24.015059,Operation Activity,P.1046862,O.1046862.01,A.1046862.01.05,JDP3 JUB1B OHGP,WOODSIDE ENERGY JULIMAR PTY LTD,TRANSOCEAN ENDURANCE,AUS West Coast WS,,WS Production Services
J.24.015060,Operation Activity,P.1046862,O.1046862.01,A.1046862.01.06,JDP3 Well 4,WOODSIDE ENERGY JULIMAR PTY LTD,TRANSOCEAN ENDURANCE,AUS West Coast WS,,WS Production Services
J.23.127759,Operation Activity,P.1046862,O.1046862.01,A.1046862.01.03,Woodside JDP3 Gravel Pack Preparation,WOODSIDE ENERGY JULIMAR PTY LTD,TRANSOCEAN ENDURANCE,AUS West Coast WS,,WS Production Services
J.23.127758,Operation Activity,P.1046862,O.1046862.01,A.1046862.01.02,Woodside JDP3 Gravel Pack Preparation Q3,WOODSIDE ENERGY JULIMAR PTY LTD,TRANSOCEAN ENDURANCE,AUS West Coast WS,,WS Production Services
J.24.174933,Operation Activity,P.1046862,O.1046862.01,A.1046862.01.07,Equipment rental,WOODSIDE ENERGY JULIMAR PTY LTD,TRANSOCEAN ENDURANCE,AUS West Coast WS,,WS Production Services
J.24.014794,Operation Activity,P.1046862,O.1046862.01,A.1046862.01.04,JDP 3 Well 2,WOODSIDE ENERGY JULIMAR PTY LTD,TRANSOCEAN ENDURANCE,AUS West Coast WS,,WS Production Services
J.24.007977,Operation Activity,P.1046862,O.1046862.01,A.1046862.01.01,JDP3 JULA-J,WOODSIDE ENERGY JULIMAR PTY LTD,TRANSOCEAN ENDURANCE,AUS West Coast WS,,WS Production Services
J.25.101952,Operation Activity,P.1046862,O.1046862.01,A.1046862.01.08,rentals SMS,WOODSIDE ENERGY JULIMAR PTY LTD,TRANSOCEAN ENDURANCE,AUS West Coast WS,,WS Production Services
J.23.133996,Operation Activity,P.1046285,O.1046285.01,A.1046285.01.01,Kinetic Rental,KINETIC WELL SERVICES LTD,,New Plymouth WL,,WL Production Services
J.23.088202,Operation Activity,P.1046020,O.1046020.01,A.1046020.01.01,ROV sampling,WOODSIDE ENERGY LTD,ENSCO DPS-1,APG TS,,TS Downhole Reservoir Testing
J.25.140785,Operation Activity,P.1045991,O.1045991.04,A.1045991.04.03,CRC3/ CRC8 PNX Q1 2026,CO2CRC LIMITED,RIGLESS - AUSTRALIA,Roma WL,,WL Production Services
J.25.102017,Operation Activity,P.1045991,O.1045991.04,A.1045991.04.01,CRC 3/ CRC 8 PNX Q4 2025,CO2CRC LIMITED,RIGLESS - AUSTRALIA,Roma WL,,WL Production Services
J.25.128743,Operation Activity,P.1045991,O.1045991.04,A.1045991.04.02,CRC 3/CRC 8 PNX Q3 2025,CO2CRC LIMITED,RIGLESS - AUSTRALIA,Roma WL,,WL Production Services
J.25.102015,Operation Activity,P.1045991,O.1045991.03,A.1045991.03.01,CRC 3/ CRC 8 PNX Q3 2025,CO2CRC LIMITED,RIGLESS - AUSTRALIA,Roma WL,,WL Production Services
J.24.196634,Operation Activity,P.1045991,O.1045991.02,A.1045991.02.02,CRC-8 CRC-3 PNX 2025,CO2CRC LIMITED,RIGLESS - AUSTRALIA,Roma WL,,WL Production Services
J.25.063218,Operation Activity,P.1045991,O.1045991.02,A.1045991.02.03,CRCCO2 PNX 2025,CO2CRC LIMITED,RIGLESS - AUSTRALIA,Roma WL,,WL Production Services
J.24.041373,Operation Activity,P.1045991,O.1045991.02,A.1045991.02.01,CRC-8 CRC-3 PNX Campaign,CO2CRC LIMITED,RIGLESS - AUSTRALIA,Roma WL,,WL Production Services
J.23.087909,Operation Activity,P.1045991,O.1045991.01,A.1045991.01.01,CO2CRC December,CO2CRC LIMITED,SLR 166,Roma WL,,WL Evaluation Services
J.24.022183,Operation Activity,P.1045991,O.1045991.01,A.1045991.01.02,CCS Perfo 1,CO2CRC LIMITED,SLR 166,Roma WL,,WL Production Services
J.24.089252,Operation Activity,P.1045991,O.1045991.01,A.1045991.01.05,CO2CRC - Sienna 1 RST,CO2CRC LIMITED,SLR 166,Roma WL,,WL Evaluation Services
J.24.022185,Operation Activity,P.1045991,O.1045991.01,A.1045991.01.04,CCS Perfo 3,CO2CRC LIMITED,SLR 166,Roma WL,,WL Production Services
J.24.022184,Operation Activity,P.1045991,O.1045991.01,A.1045991.01.03,CCS Perfo 2,CO2CRC LIMITED,SLR 166,Roma WL,,WL Production Services
J.23.085737,Operation Activity,P.1045904,O.1045904.01,A.1045904.01.01,NSW Dedicated Unit August,ORIGIN ENERGY UPSTREAM OPERATOR PTY LTD,RIGLESS - AUSTRALIA,Roma WL,,WL Evaluation Services
J.23.087874,Operation Activity,P.1045904,O.1045904.01,A.1045904.01.03,NSW Dedicated Unit October,ORIGIN ENERGY UPSTREAM OPERATOR PTY LTD,RIGLESS - AUSTRALIA,Roma WL,,WL Evaluation Services
J.23.085743,Operation Activity,P.1045904,O.1045904.01,A.1045904.01.02,NSW Dedicated Unit September,ORIGIN ENERGY UPSTREAM OPERATOR PTY LTD,RIGLESS - AUSTRALIA,Roma WL,,WL Evaluation Services
J.25.124734,Operation Activity,P.1045863,O.1045863.13,A.1045863.13.03,Origin Adhoc Sep 2025,ORIGIN ENERGY UPSTREAM OPERATOR PTY LTD,SAVANNA DRILLING #449,Roma WL,,WL Evaluation Services
J.25.124733,Operation Activity,P.1045863,O.1045863.13,A.1045863.13.02,Origin Adhoc Aug 2025,ORIGIN ENERGY UPSTREAM OPERATOR PTY LTD,SAVANNA DRILLING #449,Roma WL,,WL Evaluation Services
J.25.124728,Operation Activity,P.1045863,O.1045863.13,A.1045863.13.01,Origin Adhoc July 2025,ORIGIN ENERGY UPSTREAM OPERATOR PTY LTD,SAVANNA DRILLING #449,Roma WL,,WL Evaluation Services
J.25.112895,Operation Activity,P.1045863,O.1045863.12,A.1045863.12.01,Origin Dedicated OH Jun 2025,ORIGIN ENERGY UPSTREAM OPERATOR PTY LTD,SAVANNA DRILLING #449,Roma WL,,WL Evaluation Services
J.25.101976,Operation Activity,P.1045863,O.1045863.11,A.1045863.11.03,Origin Dedicated OH Dec 2025,ORIGIN ENERGY UPSTREAM OPERATOR PTY LTD,SAVANNA DRILLING #449,Roma WL,,WL Evaluation Services
J.25.101975,Operation Activity,P.1045863,O.1045863.11,A.1045863.11.02,Origin Dedicated OH Nov 2025,ORIGIN ENERGY UPSTREAM OPERATOR PTY LTD,SAVANNA DRILLING #449,Roma WL,,WL Evaluation Services
J.25.101973,Operation Activity,P.1045863,O.1045863.11,A.1045863.11.01,Origin Dedicated OH Oct 2025,ORIGIN ENERGY UPSTREAM OPERATOR PTY LTD,SAVANNA DRILLING #449,Roma WL,,WL Evaluation Services
J.25.101970,Operation Activity,P.1045863,O.1045863.10,A.1045863.10.01,Origin Dedicated OH July 2025,ORIGIN ENERGY UPSTREAM OPERATOR PTY LTD,SAVANNA DRILLING #449,Roma WL,,WL Evaluation Services
J.25.101972,Operation Activity,P.1045863,O.1045863.10,A.1045863.10.03,Origin Dedicated OH Sep 2025,ORIGIN ENERGY UPSTREAM OPERATOR PTY LTD,SAVANNA DRILLING #449,Roma WL,,WL Evaluation Services
J.25.101971,Operation Activity,P.1045863,O.1045863.10,A.1045863.10.02,Origin Dedicated OH Aug 2025,ORIGIN ENERGY UPSTREAM OPERATOR PTY LTD,SAVANNA DRILLING #449,Roma WL,,WL Evaluation Services
J.25.101962,Operation Activity,P.1045863,O.1045863.09,A.1045863.09.01,Origin Dedicated OH July 2025,ORIGIN ENERGY UPSTREAM OPERATOR PTY LTD,SAVANNA DRILLING #449,Roma WL,,WL Evaluation Services
J.25.058853,Operation Activity,P.1045863,O.1045863.08,A.1045863.08.06,Origin Dedicated OH Jun 2025,ORIGIN ENERGY UPSTREAM OPERATOR PTY LTD,SAVANNA DRILLING #449,Roma WL,,WL Evaluation Services
J.25.058851,Operation Activity,P.1045863,O.1045863.08,A.1045863.08.05,Origin Dedicated OH May 2025,ORIGIN ENERGY UPSTREAM OPERATOR PTY LTD,SAVANNA DRILLING #449,Roma WL,,WL Evaluation Services
J.25.101955,Operation Activity,P.1045863,O.1045863.08,A.1045863.08.07,Origin OH Dedicated Q3 2025,ORIGIN ENERGY UPSTREAM OPERATOR PTY LTD,SAVANNA DRILLING #449,Roma WL,,WL Evaluation Services
J.25.058846,Operation Activity,P.1045863,O.1045863.08,A.1045863.08.04,Origin Dedicated OH Apr 2025,ORIGIN ENERGY UPSTREAM OPERATOR PTY LTD,SAVANNA DRILLING #449,Roma WL,,WL Evaluation Services
J.25.025342,Operation Activity,P.1045863,O.1045863.08,A.1045863.08.03,Origin Dedicated OH Mar 2025,ORIGIN ENERGY UPSTREAM OPERATOR PTY LTD,SAVANNA DRILLING #449,Roma WL,,WL Evaluation Services
J.25.025341,Operation Activity,P.1045863,O.1045863.08,A.1045863.08.02,Origin Dedicated OH Feb 2025,ORIGIN ENERGY UPSTREAM OPERATOR PTY LTD,SAVANNA DRILLING #449,Roma WL,,WL Evaluation Services
J.25.025340,Operation Activity,P.1045863,O.1045863.08,A.1045863.08.01,Origin Dedicated OH Jan 2025,ORIGIN ENERGY UPSTREAM OPERATOR PTY LTD,SAVANNA DRILLING #449,Roma WL,,WL Evaluation Services
J.25.014987,Operation Activity,P.1045863,O.1045863.07,A.1045863.07.01,Origin 449_TC MDT_Sep24,ORIGIN ENERGY UPSTREAM OPERATOR PTY LTD,SAVANNA DRILLING #449,Roma WL,,WL Evaluation Services
J.24.182529,Operation Activity,P.1045863,O.1045863.07,A.1045863.07.04,Origin Dedicated OH Dec24,ORIGIN ENERGY UPSTREAM OPERATOR PTY LTD,SAVANNA DRILLING #449,Roma WL,,WL Evaluation Services
J.24.171681,Operation Activity,P.1045863,O.1045863.07,A.1045863.07.03,Origin 449_TC MDT_Nov24,ORIGIN ENERGY UPSTREAM OPERATOR PTY LTD,SAVANNA DRILLING #449,Roma WL,,WL Evaluation Services
J.24.159200,Operation Activity,P.1045863,O.1045863.07,A.1045863.07.02,Origin Dedicated October,ORIGIN ENERGY UPSTREAM OPERATOR PTY LTD,SAVANNA DRILLING #449,Roma WL,,WL Evaluation Services
J.24.155728,Operation Activity,P.1045863,O.1045863.06,A.1045863.06.01,Origin Sav449 September TC MDT,ORIGIN ENERGY UPSTREAM OPERATOR PTY LTD,SAVANNA DRILLING #449,Roma WL,,WL Evaluation Services
J.24.159636,Operation Activity,P.1045863,O.1045863.06,A.1045863.06.02,Origin 449_TC MDT_Oct24,ORIGIN ENERGY UPSTREAM OPERATOR PTY LTD,SAVANNA DRILLING #449,Roma WL,,WL Evaluation Services
J.25.002539,Operation Activity,P.1045863,O.1045863.05,A.1045863.05.02,Oct 2024 Origin Dedicated,ORIGIN ENERGY UPSTREAM OPERATOR PTY LTD,SAVANNA DRILLING #449,Roma WL,,WL Evaluation Services
J.24.131353,Operation Activity,P.1045863,O.1045863.05,A.1045863.05.07,Origin 449_TC_Aug24,ORIGIN ENERGY UPSTREAM OPERATOR PTY LTD,SAVANNA DRILLING #449,Roma WL,,WL Evaluation Services
J.25.008354,Operation Activity,P.1045863,O.1045863.05,A.1045863.05.10,Mar 2025,ORIGIN ENERGY UPSTREAM OPERATOR PTY LTD,SAVANNA DRILLING #449,Roma WL,,WL Evaluation Services
J.25.008353,Operation Activity,P.1045863,O.1045863.05,A.1045863.05.09,Feb 2025,ORIGIN ENERGY UPSTREAM OPERATOR PTY LTD,SAVANNA DRILLING #449,Roma WL,,WL Evaluation Services
J.24.142740,Operation Activity,P.1045863,O.1045863.05,A.1045863.05.11,Origin 449_TC MDT_Sep24,ORIGIN ENERGY UPSTREAM OPERATOR PTY LTD,SAVANNA DRILLING #449,Roma WL,,WL Evaluation Services
J.25.008352,Operation Activity,P.1045863,O.1045863.05,A.1045863.05.08,Jan 2025,ORIGIN ENERGY UPSTREAM OPERATOR PTY LTD,SAVANNA DRILLING #449,Roma WL,,WL Evaluation Services
J.24.105211,Operation Activity,P.1045863,O.1045863.05,A.1045863.05.05,Origin 449_TC-MDT_Jun24,ORIGIN ENERGY UPSTREAM OPERATOR PTY LTD,SAVANNA DRILLING #449,Roma WL,,WL Evaluation Services
J.24.073537,Operation Activity,P.1045863,O.1045863.05,A.1045863.05.01,Origin 449_TC-MDT,ORIGIN ENERGY UPSTREAM OPERATOR PTY LTD,SAVANNA DRILLING #449,Roma WL,,WL Evaluation Services
J.24.086924,Operation Activity,P.1045863,O.1045863.05,A.1045863.05.03,AIT-PEX_GPIT-MDT,ORIGIN ENERGY UPSTREAM OPERATOR PTY LTD,SAVANNA DRILLING #449,Roma WL,,WL Evaluation Services
J.24.087496,Operation Activity,P.1045863,O.1045863.05,A.1045863.05.04,Origin 449_TC_May24,ORIGIN ENERGY UPSTREAM OPERATOR PTY LTD,SAVANNA DRILLING #449,Roma WL,,WL Evaluation Services
J.24.117859,Operation Activity,P.1045863,O.1045863.05,A.1045863.05.06,Origin 449_TC-MDT_Jul24,ORIGIN ENERGY UPSTREAM OPERATOR PTY LTD,SAVANNA DRILLING #449,Roma WL,,WL Evaluation Services
J.24.027775,Operation Activity,P.1045863,O.1045863.04,A.1045863.04.01,PDP Peat 449-450,ORIGIN ENERGY UPSTREAM OPERATOR PTY LTD,SAVANNA 185,Roma WL,,WL Production Services
J.24.053877,Operation Activity,P.1045863,O.1045863.04,A.1045863.04.03,Tractor Peat 449-450,ORIGIN ENERGY UPSTREAM OPERATOR PTY LTD,SAVANNA 185,Roma WL,,WL Production Services
J.24.053876,Operation Activity,P.1045863,O.1045863.04,A.1045863.04.02,PDP Peat 449-450,ORIGIN ENERGY UPSTREAM OPERATOR PTY LTD,SAVANNA 185,Roma WL,,WL Production Services
J.23.160445,Operation Activity,P.1045863,O.1045863.03,A.1045863.03.01,COMB-7,ORIGIN ENERGY UPSTREAM OPERATOR PTY LTD,SAVANNA DRILLING #449,Roma WL,,WL Production Services
J.24.125022,Operation Activity,P.1045863,O.1045863.02,A.1045863.02.02,Mount Kingsley 56,ORIGIN ENERGY UPSTREAM OPERATOR PTY LTD,SLR 185,Roma WL,,WL Evaluation Services
J.23.097338,Operation Activity,P.1045863,O.1045863.02,A.1045863.02.01,SLR 186 June,ORIGIN ENERGY UPSTREAM OPERATOR PTY LTD,SLR 185,Roma WL,,WL Evaluation Services
J.24.171852,Operation Activity,P.1045863,O.1045863.01,A.1045863.01.27,Origin OH Dedicated Jan 2025,ORIGIN ENERGY UPSTREAM OPERATOR PTY LTD,SAVANNA DRILLING #449,Roma WL,,WL Evaluation Services
J.24.023106,Operation Activity,P.1045863,O.1045863.01,A.1045863.01.24,Dec 2024 Origin Dedicated,ORIGIN ENERGY UPSTREAM OPERATOR PTY LTD,SAVANNA DRILLING #449,Roma WL,,WL Evaluation Services
J.25.018811,Operation Activity,P.1045863,O.1045863.01,A.1045863.01.28,Origin OH Dedicated Feb 2025,ORIGIN ENERGY UPSTREAM OPERATOR PTY LTD,SAVANNA DRILLING #449,Roma WL,,WL Evaluation Services
J.24.171851,Operation Activity,P.1045863,O.1045863.01,A.1045863.01.26,Origin Dedicated OH Nov 2024,ORIGIN ENERGY UPSTREAM OPERATOR PTY LTD,SAVANNA DRILLING #449,Roma WL,,WL Evaluation Services
J.24.023105,Operation Activity,P.1045863,O.1045863.01,A.1045863.01.23,Nov 2024 Origin Dedicated,ORIGIN ENERGY UPSTREAM OPERATOR PTY LTD,SAVANNA DRILLING #449,Roma WL,,WL Evaluation Services
J.24.023103,Operation Activity,P.1045863,O.1045863.01,A.1045863.01.21,Sep 2024 Origin Dedicated,ORIGIN ENERGY UPSTREAM OPERATOR PTY LTD,SAVANNA DRILLING #449,Roma WL,,WL Evaluation Services
J.23.085259,Operation Activity,P.1045863,O.1045863.01,A.1045863.01.01,Origin Tripple Combo ,ORIGIN ENERGY UPSTREAM OPERATOR PTY LTD,SAVANNA DRILLING #449,Roma WL,,WL Evaluation Services
J.23.085636,Operation Activity,P.1045863,O.1045863.01,A.1045863.01.02,Super Combo_Durham Ranch 342,ORIGIN ENERGY UPSTREAM OPERATOR PTY LTD,SAVANNA DRILLING #449,Roma WL,,WL Evaluation Services
J.23.087901,Operation Activity,P.1045863,O.1045863.01,A.1045863.01.05,Origin Deep Full Suit,ORIGIN ENERGY UPSTREAM OPERATOR PTY LTD,SAVANNA DRILLING #449,Roma WL,,WL Evaluation Services
J.23.127766,Operation Activity,P.1045863,O.1045863.01,A.1045863.01.10,Dedicated November,ORIGIN ENERGY UPSTREAM OPERATOR PTY LTD,SAVANNA DRILLING #449,Roma WL,,WL Evaluation Services
J.23.127767,Operation Activity,P.1045863,O.1045863.01,A.1045863.01.11,Dedicated December,ORIGIN ENERGY UPSTREAM OPERATOR PTY LTD,SAVANNA DRILLING #449,Roma WL,,WL Evaluation Services
J.23.152380,Operation Activity,P.1045863,O.1045863.01,A.1045863.01.12,Origin Dedicated,ORIGIN ENERGY UPSTREAM OPERATOR PTY LTD,SAVANNA DRILLING #449,Roma WL,,WL Evaluation Services
J.23.160226,Operation Activity,P.1045863,O.1045863.01,A.1045863.01.13,January 2024 Origin Dedicated,ORIGIN ENERGY UPSTREAM OPERATOR PTY LTD,SAVANNA DRILLING #449,Roma WL,,WL Evaluation Services
J.24.021426,Operation Activity,P.1045863,O.1045863.01,A.1045863.01.15,March 2024 Origin Dedicated,ORIGIN ENERGY UPSTREAM OPERATOR PTY LTD,SAVANNA DRILLING #449,Roma WL,,WL Evaluation Services
J.24.021425,Operation Activity,P.1045863,O.1045863.01,A.1045863.01.14,February 2024 Origin Dedicated,ORIGIN ENERGY UPSTREAM OPERATOR PTY LTD,SAVANNA DRILLING #449,Roma WL,,WL Evaluation Services
J.23.172747,Operation Activity,P.1045863,O.1045863.01,A.1045863.01.25,Peat449/448 IBC CBL,ORIGIN ENERGY UPSTREAM OPERATOR PTY LTD,SAVANNA DRILLING #449,Roma WL,,WL Evaluation Services
J.24.023100,Operation Activity,P.1045863,O.1045863.01,A.1045863.01.18,Jun 2024 Origin Dedicated,ORIGIN ENERGY UPSTREAM OPERATOR PTY LTD,SAVANNA DRILLING #449,Roma WL,,WL Evaluation Services
J.24.023102,Operation Activity,P.1045863,O.1045863.01,A.1045863.01.20,Aug 2024 Origin Dedicated,ORIGIN ENERGY UPSTREAM OPERATOR PTY LTD,SAVANNA DRILLING #449,Roma WL,,WL Evaluation Services
J.24.023101,Operation Activity,P.1045863,O.1045863.01,A.1045863.01.19,Jul 2024 Origin Dedicated,ORIGIN ENERGY UPSTREAM OPERATOR PTY LTD,SAVANNA DRILLING #449,Roma WL,,WL Evaluation Services
J.24.023099,Operation Activity,P.1045863,O.1045863.01,A.1045863.01.17,May 2024 Origin Dedicated,ORIGIN ENERGY UPSTREAM OPERATOR PTY LTD,SAVANNA DRILLING #449,Roma WL,,WL Evaluation Services
J.24.023104,Operation Activity,P.1045863,O.1045863.01,A.1045863.01.22,Oct 2024 Origin Dedicated,ORIGIN ENERGY UPSTREAM OPERATOR PTY LTD,SAVANNA DRILLING #449,Roma WL,,WL Evaluation Services
J.24.023098,Operation Activity,P.1045863,O.1045863.01,A.1045863.01.16,Apr 2024 Origin Dedicated,ORIGIN ENERGY UPSTREAM OPERATOR PTY LTD,SAVANNA DRILLING #449,Roma WL,,WL Evaluation Services
J.23.085638,Operation Activity,P.1045863,O.1045863.01,A.1045863.01.04,Origin Advance Sep,ORIGIN ENERGY UPSTREAM OPERATOR PTY LTD,SAVANNA DRILLING #449,Roma WL,,WL Evaluation Services
J.23.118330,Operation Activity,P.1045863,O.1045863.01,A.1045863.01.09,DM337,ORIGIN ENERGY UPSTREAM OPERATOR PTY LTD,SAVANNA DRILLING #449,Roma WL,,WL Evaluation Services
J.23.128172,Operation Activity,P.1045863,O.1045863.01,A.1045863.01.08,DM342,ORIGIN ENERGY UPSTREAM OPERATOR PTY LTD,SAVANNA DRILLING #449,Roma WL,,WL Evaluation Services
J.23.118329,Operation Activity,P.1045863,O.1045863.01,A.1045863.01.07,DMR 468,ORIGIN ENERGY UPSTREAM OPERATOR PTY LTD,SAVANNA DRILLING #449,Roma WL,,WL Evaluation Services
J.23.118328,Operation Activity,P.1045863,O.1045863.01,A.1045863.01.06,DMR 469,ORIGIN ENERGY UPSTREAM OPERATOR PTY LTD,SAVANNA DRILLING #449,Roma WL,,WL Evaluation Services
J.23.085637,Operation Activity,P.1045863,O.1045863.01,A.1045863.01.03,Origin Advance,ORIGIN ENERGY UPSTREAM OPERATOR PTY LTD,SAVANNA DRILLING #449,Roma WL,,WL Evaluation Services
J.23.083167,Operation Activity,P.1045695,O.1045695.01,A.1045695.01.01,Tidepole Light Well Intervention Project_Bleed off Package,NORMAND SAPURA PTY LTD,SAPURAKENCANA CONSTRUCTOR,APG TS,,TS Surface Testing
J.24.048905,Operation Activity,P.1045586,O.1045586.03,A.1045586.03.01,Shell Engineer Charges,SHELL AUSTRALIA PTY LTD.,TRANSOCEAN EQUINOX,AUS East Coast WS,,WS Well Intervention
J.24.048907,Operation Activity,P.1045586,O.1045586.02,A.1045586.02.02,CEC and Dwellop eng,SHELL AUSTRALIA PTY LTD.,TRANSOCEAN EQUINOX,AUS East Coast WS,,WS Well Intervention
J.25.000982,Operation Activity,P.1045586,O.1045586.02,A.1045586.02.01,Crux C5,SHELL AUSTRALIA PTY LTD.,TRANSOCEAN EQUINOX,AUS East Coast WS,,WS Well Intervention
J.24.005123,Operation Activity,P.1045586,O.1045586.01,A.1045586.01.01,"36"" Conductor Cementing",SHELL AUSTRALIA PTY LTD.,TRANSOCEAN EQUINOX,AUS East Coast WS,,WS Well Integrity
J.24.007783,Operation Activity,P.1045586,O.1045586.01,A.1045586.01.03,"36"" Conductor Cementing",SHELL AUSTRALIA PTY LTD.,TRANSOCEAN EQUINOX,AUS East Coast WS,,WS Well Integrity
J.24.007784,Operation Activity,P.1045586,O.1045586.01,A.1045586.01.04,"36"" Conductor Cementing",SHELL AUSTRALIA PTY LTD.,TRANSOCEAN EQUINOX,AUS East Coast WS,,WS Well Integrity
J.24.007786,Operation Activity,P.1045586,O.1045586.01,A.1045586.01.06,"26"" Surface Casing Cementing ",SHELL AUSTRALIA PTY LTD.,TRANSOCEAN EQUINOX,AUS East Coast WS,,WS Well Integrity
J.24.007785,Operation Activity,P.1045586,O.1045586.01,A.1045586.01.05,"36"" Conductor Cementing",SHELL AUSTRALIA PTY LTD.,TRANSOCEAN EQUINOX,AUS East Coast WS,,WS Well Integrity
J.24.007782,Operation Activity,P.1045586,O.1045586.01,A.1045586.01.02,"36"" Conductor Cementing",SHELL AUSTRALIA PTY LTD.,TRANSOCEAN EQUINOX,AUS East Coast WS,,WS Well Integrity
J.24.007909,Operation Activity,P.1045586,O.1045586.01,A.1045586.01.07,"26"" Surface Casing Cementing ",SHELL AUSTRALIA PTY LTD.,TRANSOCEAN EQUINOX,AUS East Coast WS,,WS Well Integrity
J.23.084817,Operation Activity,P.1045478,O.1045478.01,A.1045478.01.02,HOLO-1 - 16in,INPEX OPERATIONS AUSTRALIA PTY LTD,OCEAN APEX,AUS East Coast WS,,WS Well Integrity
J.23.084813,Operation Activity,P.1045478,O.1045478.01,A.1045478.01.01,HOLO-1 - 36in Conductor,INPEX OPERATIONS AUSTRALIA PTY LTD,OCEAN APEX,AUS East Coast WS,,WS Well Integrity
J.23.078577,Operation Activity,P.1045354,O.1045354.01,A.1045354.01.01,Perth Basin Perforation,BEACH ENERGY LTD,EASTERNWELL 106,APG TS,,TCP - Tubing-Conveyed Perforation
J.25.132837,Operation Activity,P.1045298,O.1045298.01,A.1045298.01.14,Reindeer_Updated,SANTOS LIMITED,,New Burn WL,,Wireline Slickline
J.25.082275,Operation Activity,P.1045298,O.1045298.01,A.1045298.01.12,Harriet Bravo,SANTOS LIMITED,,New Burn WL,,WL Production Services
J.25.103256,Operation Activity,P.1045298,O.1045298.01,A.1045298.01.13,Q4-2025_Rigless,SANTOS LIMITED,,New Burn WL,,WL Production Services
J.25.081279,Operation Activity,P.1045298,O.1045298.01,A.1045298.01.11,Do not use,SANTOS LIMITED,,New Burn WL,,Wireline Slickline
J.24.138011,Operation Activity,P.1045298,O.1045298.01,A.1045298.01.08,JUB Victoria-SLK Ops,SANTOS LIMITED,,New Burn WL,,Wireline Slickline
J.25.019195,Operation Activity,P.1045298,O.1045298.01,A.1045298.01.09,Santos | John Brookes 2025 | WLPS,SANTOS LIMITED,,New Burn WL,,WL Production Services
J.25.059712,Operation Activity,P.1045298,O.1045298.01,A.1045298.01.10,Santos | John Brookes 2025 | SLK,SANTOS LIMITED,,New Burn WL,,Wireline Slickline
J.24.072198,Operation Activity,P.1045298,O.1045298.01,A.1045298.01.07,HJV pre-rig Gibson Platform - SLK,SANTOS LIMITED,,New Burn WL,,Wireline Slickline
J.23.075859,Operation Activity,P.1045298,O.1045298.01,A.1045298.01.01,Placeholder - HJV rigless ops,SANTOS LIMITED,,New Burn WL,,WL Production Services
J.23.123554,Operation Activity,P.1045298,O.1045298.01,A.1045298.01.03,HJV-B Simpson Alpha P&A,SANTOS LIMITED,,New Burn WL,,WL Production Services
J.24.010330,Operation Activity,P.1045298,O.1045298.01,A.1045298.01.05,Simpson Bravo SLK,SANTOS LIMITED,,New Burn WL,,Wireline Slickline
